id,age,gender,current_country,highest_education_level,current_role,company_size,workplace_uses_machine_learning,yearly_salary,money_spent_on_ml,primary_analyzing_tool,time_coding,time_using_ml_methods
4712,18-21,Female,India,Bachelors degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
4713,25-29,Male,Sweden,Masters degree,Data Scientist,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"40,000-49,999",0,Other,5-10 years,2-3 years
4714,30-34,Female,Colombia,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",I have never written code,
4715,35-39,Male,United States of America,Bachelors degree,Not employed,,,,,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1-2 years
4716,30-34,Male,United States of America,Doctoral degree,Software Engineer,1000-9999 employees,We use ML methods for generating insights (but do not put working models into production),"125,000-149,999","1000-9,999","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",10-20 years,3-4 years
4717,25-29,Female,Chile,Masters degree,Data Scientist,50-249 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"2,000-2,999",0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,1-2 years
4718,35-39,Male,Canada,Doctoral degree,Research Scientist,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"80,000-89,999",0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,4-5 years
4719,30-34,Male,Chile,Bachelors degree,Data Scientist,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"40,000-49,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",5-10 years,5-10 years
4720,60-69,Male,Japan,Doctoral degree,Data Analyst,250-999 employees,No (we do not use ML methods),"15,000-19,999",100-999,"Advanced statistical software (SPSS, SAS, etc.)",3-5 years,< 1 years
4721,18-21,Male,India,Bachelors degree,Data Analyst,50-249 employees,We are exploring ML methods (and may one day put a model into production),0-999,0,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
4722,25-29,Male,Russia,Doctoral degree,Software Engineer,1000-9999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"15,000-19,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
4723,22-24,Female,India,Masters degree,Student,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",I have never written code,
4724,50-54,Male,United States of America,Masters degree,Product/Project Manager,50-249 employees,We are exploring ML methods (and may one day put a model into production),"100,000-124,999","10,000-99,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3-5 years,2-3 years
4725,40-44,Male,Austria,I prefer not to answer,Software Engineer,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"70,000-79,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
4726,25-29,Female,Other,Masters degree,Data Analyst,50-249 employees,We recently started using ML methods (i.e. models in production for less than 2 years),0-999,ene-99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
4727,25-29,Female,United States of America,Masters degree,Data Scientist,0-49 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"80,000-89,999",0,"Advanced statistical software (SPSS, SAS, etc.)",3-5 years,1-2 years
4728,40-44,Male,Pakistan,Doctoral degree,Not employed,,,,,Other,I have never written code,
4729,40-44,Female,Hungary,Masters degree,Data Analyst,1000-9999 employees,We use ML methods for generating insights (but do not put working models into production),"2,000-2,999","1000-9,999",Other,10-20 years,3-4 years
4730,55-59,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,0-49 employees,We have well established ML methods (i.e. models in production for more than 2 years),"100,000-124,999","> 100,000","Local development environments (RStudio, JupyterLab, etc.)",10-20 years,10-15 years
4731,22-24,Female,Poland,Masters degree,Statistician,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"5,000-7,499",0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,< 1 years
4732,30-34,Male,United States of America,Masters degree,Data Scientist,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"150,000-199,999",0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
4733,22-24,Male,United States of America,Bachelors degree,Data Scientist,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"60,000-69,999",0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,< 1 years
4734,30-34,Male,United States of America,Masters degree,Data Scientist,1000-9999 employees,We use ML methods for generating insights (but do not put working models into production),"90,000-99,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",3-5 years,3-4 years
4735,35-39,Male,India,Masters degree,Research Scientist,50-249 employees,We are exploring ML methods (and may one day put a model into production),"10,000-14,999",ene-99,Other,3-5 years,1-2 years
4736,18-21,Male,India,Bachelors degree,Data Scientist,0-49 employees,I do not know,0-999,0,Other,< 1 years,< 1 years
4737,18-21,Male,India,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
4738,30-34,Male,Japan,Masters degree,Business Analyst,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"60,000-69,999",ene-99,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
4739,30-34,Male,Canada,Masters degree,Data Scientist,> 10000 employees,We use ML methods for generating insights (but do not put working models into production),"90,000-99,999","10,000-99,999","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",5-10 years,2-3 years
4740,35-39,Male,Brazil,Masters degree,Data Analyst,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),"50,000-59,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",3-5 years,1-2 years
4741,22-24,Female,Belarus,Masters degree,Data Scientist,250-999 employees,We use ML methods for generating insights (but do not put working models into production),"1,000-1,999",0,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
4742,45-49,Male,Canada,Doctoral degree,Research Scientist,250-999 employees,We have well established ML methods (i.e. models in production for more than 2 years),"100,000-124,999",100-999,"Advanced statistical software (SPSS, SAS, etc.)",10-20 years,5-10 years
4743,25-29,Male,United States of America,Bachelors degree,Student,,,,,"Advanced statistical software (SPSS, SAS, etc.)",5-10 years,1-2 years
4744,35-39,Male,Colombia,Professional degree,DBA/Database Engineer,1000-9999 employees,No (we do not use ML methods),"30,000-39,999",0,Other,3-5 years,1-2 years
4745,70+,Male,United States of America,Doctoral degree,Data Scientist,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),"90,000-99,999","> 100,000","Local development environments (RStudio, JupyterLab, etc.)",3-5 years,4-5 years
4746,22-24,Male,Canada,Masters degree,Student,,,,,Other,< 1 years,< 1 years
4747,22-24,Female,Pakistan,Masters degree,Not employed,,,,,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,< 1 years
4748,35-39,Male,Nigeria,Masters degree,Software Engineer,0-49 employees,We are exploring ML methods (and may one day put a model into production),"10,000-14,999",0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",I have never written code,
4749,25-29,Female,Colombia,Bachelors degree,Software Engineer,250-999 employees,No (we do not use ML methods),"10,000-14,999",0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",< 1 years,< 1 years
4750,22-24,Male,United States of America,Bachelors degree,Data Scientist,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"100,000-124,999","1000-9,999","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",3-5 years,4-5 years
4751,18-21,Male,Kenya,Some college/university study without earning a Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,< 1 years
4752,30-34,Female,United States of America,Masters degree,Software Engineer,> 10000 employees,We have well established ML methods (i.e. models in production for more than 2 years),"125,000-149,999","1000-9,999","Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
4753,35-39,Male,Spain,Masters degree,Product/Project Manager,0-49 employees,We have well established ML methods (i.e. models in production for more than 2 years),"40,000-49,999","> 100,000","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",1-2 years,1-2 years
4754,25-29,Male,Germany,Some college/university study without earning a Bachelors degree,Not employed,,,,,Other,1-2 years,1-2 years
4755,45-49,Male,Portugal,Masters degree,Other,50-249 employees,No (we do not use ML methods),"40,000-49,999",0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
4756,18-21,Male,China,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
4757,40-44,Male,United States of America,Bachelors degree,Data Scientist,> 10000 employees,We use ML methods for generating insights (but do not put working models into production),"100,000-124,999","> 100,000","Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",3-5 years,1-2 years
4758,40-44,Prefer not to say,United States of America,Masters degree,Data Scientist,250-999 employees,We use ML methods for generating insights (but do not put working models into production),"100,000-124,999",100-999,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
4759,25-29,Male,Belgium,Doctoral degree,Research Scientist,1000-9999 employees,We use ML methods for generating insights (but do not put working models into production),"30,000-39,999",0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
4760,50-54,Male,United States of America,Masters degree,Software Engineer,1000-9999 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"150,000-199,999","> 100,000","Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",5-10 years,< 1 years
4761,40-44,Male,United States of America,Professional degree,Other,> 10000 employees,We recently started using ML methods (i.e. models in production for less than 2 years),"200,000-249,999","> 100,000","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",10-20 years,5-10 years
4762,22-24,Male,India,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
4763,35-39,Male,Argentina,Some college/university study without earning a Bachelors degree,Data Scientist,> 10000 employees,We are exploring ML methods (and may one day put a model into production),"1,000-1,999",ene-99,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,< 1 years
4764,35-39,Male,United States of America,Masters degree,Other,1000-9999 employees,We have well established ML methods (i.e. models in production for more than 2 years),"150,000-199,999","10,000-99,999","Local development environments (RStudio, JupyterLab, etc.)",5-10 years,4-5 years
4765,18-21,Male,India,Bachelors degree,Student,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,1-2 years
4766,25-29,Male,India,Masters degree,Other,1000-9999 employees,We are exploring ML methods (and may one day put a model into production),"10,000-14,999",ene-99,Other,< 1 years,< 1 years
4767,18-21,Male,India,Bachelors degree,Software Engineer,250-999 employees,No (we do not use ML methods),"5,000-7,499",0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,2-3 years
